number,age,response_id,gender,fav_char,choice_dictation,Socialiser,Achiever,Explorer,Killer,platform,class,character_gender,Self.Monitoring,Nondisclosure.of.Imperfection,Nondisplay.of.Imperfection,Perfectionistic.Self.Promotion,Openness.To.Experience,Agreeableness,Conscienctiousness,Neuroticism,Extraversion
894,18 - 20,R_1dmGF3p5rShgFQZ,Male,Reinhardt,60,1,2,4,3,PC,Tank,Male,15,2.714285714,5.8,5.3,1.857142857,4.714285714,4.4,1.75,3.555555556
895,21 - 24,R_1NEX24CW22uq83t,Male,Pharah,36,3,2,4,1,PC,Offense,Female,5,3.571428571,3.4,3.2,3,3.428571429,3.1,2.125,3
896,18 - 20,R_vwvoNw2y50RqFAR,Male,Zenyatta,30,1,3,4,2,PC,Support,Male,18,3.142857143,4.9,3.7,4.285714286,3,2.2,1.625,3.666666667
897,21 - 24,R_2rlnBFoZ6pV7l11,Male,Soldier: 76,44,2,1,4,3,PC,Offense,Male,12,2.142857143,3.7,4.2,3.714285714,4.714285714,3.1,1.5,3.111111111
898,21 - 24,R_3J9uQT7ZBP8jGs3,Male,Symmetra,30,1,2,3,4,XBox,Support,Female,20,2.142857143,5.8,5.6,4.428571429,4,3.1,3.875,2.333333333
899,25 - 29,R_2YtZDGgxZ74TeCN,Male,Mei,26,3,1,4,2,PC,Defense,Female,9,4.142857143,6.3,3.3,4.428571429,4.142857143,2.7,2,1.444444444
900,18 - 20,R_1LXKpCQqZd6XeKC,Male,Winston,34,1,2,4,3,PC,Tank,Male,18,3.571428571,4.5,3.1,4.714285714,3.714285714,3.2,3.5,3.666666667
901,18 - 20,R_20UuUoOMzauRRit,Male,Sombra,28,2,1,4,3,PC,Offense,Female,18,4,4,4,3.142857143,3.714285714,3.3,2.625,3.222222222
902,18 - 20,R_2zIT1SHgJFKetbd,Male,Roadhog,51,3,1,4,2,PC,Tank,Male,13,4.571428571,5.2,3.6,3.714285714,3.428571429,2.2,4,1.888888889
903,21 - 24,R_1IgyQQCx6EmNIkg,Male,McCree,80,2,1,3,4,PC,Offense,Male,8,4.142857143,4.8,4.5,3.571428571,2.857142857,1.8,2.625,2.555555556
904,21 - 24,R_2t568sLiu5tKtRg,Male,Ana,70,3,1,2,4,PC,Support,Female,14,4.428571429,3.5,4.5,4,4.285714286,4.3,3.125,2.555555556
905,40 - 49,R_ClWzSccaNFcguad,Female,Orisa,75,1,2,4,3,Playstation,Tank,Female,12,2.142857143,4.7,2.5,4.714285714,4.571428571,3.4,2.875,3.888888889
906,40 - 49,R_1CJfywSrVOfBAUx,Male,Junkrat,90,2,1,4,3,XBox,Defense,Male,13,2.285714286,2.6,2.9,4.285714286,4.285714286,3.8,1.75,3.666666667
907,25 - 29,R_32LPqnisEu5aQvw,Male,Sombra,60,2,1,4,3,PC,Offense,Female,5,2.714285714,4.5,3.4,4,4.142857143,3,2.625,2
908,25 - 29,R_1k1QUrJGAy5PmB5,Male,Widowmaker,50,3,1,4,2,PC,Defense,Female,18,6.142857143,5.3,4.2,3,2.857142857,3.6,3.25,3.333333333
909,18 - 20,R_27BeQ41Vd1ZIr4d,Female,Mercy,70,1,2,3,4,PC,Support,Female,5,1.857142857,3.4,2,3.428571429,3.714285714,3.9,3.125,2.111111111
910,21 - 24,R_2bP4I3ELtZpmLr1,Male,Orisa,49,1,2,3,4,PC,Tank,Female,18,2,5.1,1.6,3.714285714,4.142857143,2.5,2,3.777777778
911,18 - 20,R_77WXLFWQIfo1RwB,Male,Mercy,0,3,1,2,4,PC,Support,Female,12,3.857142857,4.6,2.2,4.857142857,3.857142857,1.7,3.25,3.666666667
912,21 - 24,R_2q4aw7KOzFVV6qg,Female,Orisa,70,1,3,4,2,PC,Tank,Female,12,4.857142857,5.9,4.7,3.142857143,3.571428571,3.7,3,2
913,21 - 24,R_3WZiD5W2q5yqGit,Male,Zenyatta,78,3,1,2,4,PC,Support,Male,8,4,5.4,3.5,3.285714286,3.285714286,2.8,3,2
914,21 - 24,R_2VxozacmbjTo11D,Male,Mercy,0,3,1,2,4,PC,Support,Female,11,2.142857143,5.8,4.1,3.285714286,3.857142857,2.4,2.625,2.666666667
915,25 - 29,R_2EsnNYu1DFjgs7j,Male,Winston,91,1,2,4,3,PC,Tank,Male,10,1.571428571,1.6,1.4,4.142857143,4.571428571,3.7,2,3.666666667
916,18 - 20,R_vjefJNriie7D0OZ,Male,Roadhog,24,2,4,1,3,PC,Tank,Male,16,3.285714286,6.6,4.8,4.571428571,4.285714286,3.1,4.375,2.222222222
917,18 - 20,R_UM84dmFwADFMish,Male,Zarya,73,2,1,4,3,Playstation,Tank,Female,16,3.714285714,6,5.5,2.571428571,4,3.4,4,2.666666667
918,18 - 20,R_UswVpKsKwOMkZWN,Male,Genji,41,2,3,4,1,PC,Offense,Male,19,2.857142857,4.8,3.6,3.714285714,3.571428571,2,2.625,3.777777778
919,18 - 20,R_2eOQtScwur30wir,Male,Mercy,70,1,2,4,3,Playstation,Support,Female,15,4.714285714,6.7,6.6,4,3.142857143,3.7,4.375,1.888888889
920,21 - 24,R_2AKZ2Jbg0aZOJdq,Female,Sombra,78,1,3,2,4,XBox,Offense,Female,11,3.428571429,5.5,4.3,3.857142857,4,3.1,4.625,1.888888889
921,18 - 20,R_1QGCu6MXmpcPfC1,Male,Zenyatta,21,4,1,3,2,PC,Support,Male,15,2.857142857,4,3.1,3,2.428571429,2.6,3,3
922,40 - 49,R_3KPkLcEzyC2VAl9,Male,D. Va,69,4,1,2,3,Playstation,Tank,Female,3,3,1.7,1.8,4.428571429,4.714285714,3.9,2.375,2
923,21 - 24,R_24O5dNLTWoJvCjI,Male,D. Va,32,2,1,4,3,Playstation,Tank,Female,16,3.285714286,4.7,4.4,5,4.571428571,3.1,2.125,3.444444444
924,18 - 20,R_295jkTeeosrAxp8,Male,Zenyatta,14,4,1,2,3,PC,Support,Male,5,3.571428571,5.6,4,4.857142857,4.285714286,2.8,2.625,1.333333333
925,30 - 34,R_3kFxwYWAniaswsG,Male,Tracer,60,1,2,4,3,XBox,Offense,Female,16,3.142857143,5.6,4.8,4.285714286,4,3.7,2.375,3.111111111
926,25 - 29,R_XBAm1eP9YWir0w9,Male,Zarya,93,1,2,3,4,XBox,Tank,Female,14,3.714285714,2.9,3.3,3.428571429,4.142857143,4.3,1.875,4.222222222
927,35 - 39,R_1NgcI7AM0TtcumB,Male,Lucio,70,2,4,1,3,Playstation,Support,Male,7,2.714285714,4.4,2.2,4,4.571428571,1.3,4.125,2
928,40 - 49,R_xlQEshGvt1Fkt9v,Male,D. Va,19,3,1,4,2,PC,Tank,Female,15,2,5.4,2.7,3.857142857,3.428571429,1.5,2.25,1.888888889
929,25 - 29,R_3EumBePyQ88pfX1,Female,Lucio,39,1,2,4,3,XBox,Support,Male,15,2.428571429,4.5,4.6,4.857142857,4.285714286,4.1,2,3.444444444
930,21 - 24,R_RfSJnp0bkDXOvkZ,Male,Ana,19,3,1,2,4,PC,Support,Female,17,3.714285714,3.7,4,2.857142857,3.428571429,3.5,2.25,4.333333333
931,18 - 20,R_1lotnTHwjeb3LzL,Female,Sombra,77,2,1,4,3,Playstation,Offense,Female,15,3.428571429,4.7,3.2,4.285714286,3.857142857,2.5,4.125,3.333333333
932,30 - 34,R_2zJ8SR16E6z6XL3,Male,Widowmaker,32,3,1,4,2,PC,Defense,Female,16,3,3.7,5.1,5,4.428571429,2.6,1.875,3.555555556
933,18 - 20,R_1HiR050Ypw8NXGg,Male,Winston,27,1,3,2,4,PC,Tank,Male,13,3.428571429,5.8,3.7,3.285714286,4,2.9,3.375,2.333333333
934,18 - 20,R_oYu76EaBh1tYEJX,Male,Mercy,26,4,2,1,3,PC,Support,Female,12,4.571428571,3.3,3.4,2.571428571,3.285714286,2.8,2.125,3.222222222
935,18 - 20,R_8IFpLglB9q2OgRH,Male,Hanzo,71,1,4,3,2,PC,Defense,Male,14,3.428571429,3.2,3.5,1.571428571,3.285714286,4,1.875,3.333333333
936,25 - 29,R_1H2IYOqSOlHvWVi,Female,Sombra,48,2,1,4,3,XBox,Offense,Female,10,2.285714286,4.8,2.5,3.428571429,3.857142857,2.9,4.125,3.666666667
937,18 - 20,R_6fKOG9QQPET3lwB,Male,Lucio,33,2,1,4,3,PC,Support,Male,11,5,5.5,4.5,3.714285714,4.571428571,4.2,3.375,1.777777778
938,21 - 24,R_2cvdsbFo3XDT2Ya,Male,Soldier: 76,44,3,2,4,1,PC,Offense,Male,12,4.714285714,6.4,4.9,2.285714286,3.571428571,3.1,4.125,1.888888889
939,21 - 24,R_4NQLkKWA6Tqhh5v,Male,Mercy,76,3,1,4,2,PC,Support,Female,14,2.571428571,4.3,5.1,3.857142857,4.428571429,3.7,2,3
940,30 - 34,R_3Id3Vv7JYZ9oABr,Male,Sombra,49,2,1,3,4,Playstation,Offense,Female,6,2.857142857,3.8,4.1,3.571428571,4.571428571,3.1,2.125,2
941,25 - 29,R_12o3O0UgR7ONWVt,Female,D. Va,87,2,1,4,3,Playstation,Tank,Female,14,5.428571429,6.4,5.5,4.857142857,4.571428571,2.2,4.125,3.777777778
942,18 - 20,R_1I5D7KJea2BVP6d,Male,Roadhog,29,1,2,3,4,PC,Tank,Male,12,3,4.6,4.7,3.142857143,3.714285714,4,1.625,2.777777778
943,25 - 29,R_2YPv4JSVlawwWPX,Male,Orisa,89,3,1,4,2,Playstation,Tank,Female,22,2.428571429,4.8,4.2,3.285714286,3.428571429,4.5,2.25,3.444444444
944,21 - 24,R_30rd0NAAhqC3Ldt,Female,Lucio,34,1,2,3,4,PC,Support,Male,11,4.571428571,5.1,3.5,3.714285714,4.428571429,2.6,2.75,1.666666667
945,21 - 24,R_WqW843t9FvedRtv,Male,Roadhog,29,2,1,3,4,PC,Tank,Male,14,5.428571429,5.4,3.5,3.142857143,4.571428571,2.3,3.75,1.888888889
946,21 - 24,R_22DiJpnsBNgdNlw,Male,Widowmaker,39,1,2,4,3,Playstation,Defense,Female,18,5.857142857,6.8,5.6,4.142857143,4,3.3,4,3.111111111
947,30 - 34,R_3JEnG7fBztvZjXh,Male,Zenyatta,60,4,1,3,2,XBox,Support,Male,14,3.428571429,3.9,4.3,5,3.428571429,2.8,3.75,2.777777778
948,30 - 34,R_2WO7uM0wMj1EmE9,Male,Zenyatta,70,2,1,4,3,PC,Support,Male,12,1.714285714,2.4,2.3,4.428571429,4.142857143,3.8,1.625,3.444444444
949,18 - 20,R_pmznYfYFWSevw2J,Male,Genji,67,3,1,2,4,Playstation,Offense,Male,12,5,6.3,3.8,3.142857143,3.428571429,2,3.625,1.444444444
950,18 - 20,R_TouLzXOekHJOEbD,Female,Lucio,39,2,1,4,3,PC,Support,Male,NA,4.428571429,4.8,4.2,3.142857143,3.428571429,3.1,3.5,2.888888889
951,18 - 20,R_1o0ePyRrQblltEO,Male,Reaper,39,3,4,1,2,XBox,Offense,Male,12,2.857142857,4.7,4,3.142857143,4.142857143,3.1,3.5,1.777777778
952,21 - 24,R_3j20kJ2NgfAG9hH,Male,Winston,70,2,1,4,3,PC,Tank,Male,4,4.428571429,3.9,3.5,2.714285714,4.428571429,4.9,3.875,2.444444444
953,30 - 34,R_3kmO4qBv1VkXgty,Male,Hanzo,0,2,1,4,3,PC,Defense,Male,17,3.857142857,3.7,3.5,3.285714286,4.285714286,2.5,2.875,2.777777778
954,21 - 24,R_1DShmvttDGCDb4Z,Female,Mercy,40,2,1,3,4,Playstation,Support,Female,9,2.428571429,4.4,3.6,4.285714286,4.142857143,3.4,3.125,2.555555556
955,25 - 29,R_2usMjyihLAao16L,Female,D. Va,50,1,2,4,3,Playstation,Tank,Female,11,2.857142857,5.2,3.6,4.142857143,4.285714286,3.4,3.5,1.777777778
956,18 - 20,R_5tnsGDYVtkRpNMB,Female,D. Va,81,4,1,3,2,XBox,Tank,Female,12,5.428571429,6.3,5.9,4.285714286,3.428571429,2.2,4.5,1.888888889
957,21 - 24,R_1GIyYeNj1GsMM7l,Female,Zarya,34,2,1,4,3,PC,Tank,Female,15,3.714285714,5.3,5.3,3.857142857,3,4.1,2,3.444444444
958,30 - 34,R_1LnRqroVTxFKFkn,Male,Tracer,56,3,1,4,2,Playstation,Offense,Female,12,2.428571429,2.3,2.3,3.857142857,4.571428571,2.8,1.375,3.666666667
959,21 - 24,R_3DkKjEQnwn2gQFw,Male,Genji,61,1,3,4,2,PC,Offense,Male,16,2.428571429,4.3,1.9,3.285714286,3.857142857,1.7,1.75,4.222222222
960,25 - 29,R_2pMlZ3lX8WXtYRe,Male,Sombra,70,1,2,4,3,Playstation,Offense,Female,9,3,5.3,2.2,4,3.285714286,2.5,3.5,2.777777778
961,25 - 29,R_bg6QJIqMg1fXrNf,Female,Symmetra,8,2,1,3,4,XBox,Support,Female,18,4.142857143,5.8,5.1,4.285714286,3.142857143,2.7,4,3.444444444
962,18 - 20,R_3Pcq3I9GNqJDtAo,Male,Genji,34,1,2,3,4,PC,Offense,Male,11,2.285714286,3.1,2.3,4.285714286,5,2.5,1.75,4.555555556
963,21 - 24,R_31RxQi1C8RJldty,Male,Mercy,24,2,1,3,4,PC,Support,Female,7,4.571428571,5.7,5.7,4.142857143,4,3.9,3.75,2
964,21 - 24,R_PO2bxvcczgp2wiR,Male,Widowmaker,49,2,1,4,3,PC,Defense,Female,11,2.428571429,2.6,3.3,3.571428571,3.714285714,3.4,2.375,3.333333333
965,25 - 29,R_31B12bK2oODXuuX,Male,Zenyatta,100,4,1,3,2,Playstation,Support,Male,17,4.714285714,5.6,6.1,3,3.571428571,3.9,2.25,3.111111111
966,25 - 29,R_T6GPXWgoOK66vAJ,Male,Roadhog,100,2,1,3,4,Playstation,Tank,Male,5,3.571428571,4.4,4.4,4.571428571,4.428571429,3,3.625,1.222222222
967,18 - 20,R_2E5M0pLTYo5xctn,Male,Genji,74,2,1,4,3,XBox,Offense,Male,7,2.428571429,6.1,2.3,4.285714286,4,2.2,2.625,2.333333333
968,25 - 29,R_11dcFsGtNSymIsS,Female,Tracer,80,1,2,4,3,Playstation,Offense,Female,17,3.142857143,5.2,3.5,4.857142857,3.142857143,2.8,3.625,3.777777778
969,18 - 20,R_28GIfLxpghMHoof,Male,Lucio,85,2,1,3,4,XBox,Support,Male,11,3,2.2,3.3,3.857142857,3.285714286,3.9,1.5,3.666666667
970,25 - 29,R_2QzCLSlTNQo1RvE,Male,McCree,45,2,1,4,3,PC,Offense,Male,16,2.857142857,5.1,3.9,2.571428571,3.571428571,2.7,3,3.444444444
971,21 - 24,R_vOYjMLcixzOPiDL,Male,McCree,29,1,2,4,3,PC,Offense,Male,13,4.571428571,5.2,4.2,4,4.428571429,4.1,3.5,2.777777778
972,18 - 20,R_1dbsdkLdj6T4dkx,Male,Hanzo,58,2,1,4,3,XBox,Defense,Male,18,4.285714286,5,4.6,3.571428571,3.571428571,2.2,3.25,3.444444444
973,21 - 24,R_2uvM8ctzKTCtcYF,Male,Reinhardt,71,1,3,2,4,PC,Tank,Male,11,5.428571429,4,5.2,3.428571429,4.142857143,4.2,1.5,3.333333333
974,18 - 20,R_cRWW2MLDGGYYp5n,Male,D. Va,66,2,1,4,3,XBox,Tank,Female,13,2.428571429,3.9,3.7,3.714285714,2.857142857,3.4,1.5,3.777777778
975,18 - 20,R_1P61Asco3rZpKn9,Male,Genji,55,2,3,1,4,PC,Offense,Male,6,5.285714286,3.3,3.1,3.428571429,2.857142857,3.4,2.5,2
976,21 - 24,R_30pCjPa5zcO9Rya,Male,D. Va,60,1,2,3,4,PC,Tank,Female,14,3.428571429,5.6,4.5,4.142857143,4.142857143,2.9,3.125,1.888888889
977,21 - 24,R_0jHfYlSA9h2DisV,Male,Genji,39,4,1,2,3,PC,Offense,Male,18,3.285714286,5.3,4.5,3,2.571428571,2.9,3.625,3.888888889
978,21 - 24,R_Ad27kICMD4ygugp,Male,Ana,80,1,2,4,3,PC,Support,Female,13,3.142857143,3.3,1.9,4.428571429,3.857142857,3.4,3.5,2.333333333
979,30 - 34,R_1LBEZQgWkWGKViM,Male,Lucio,71,2,1,4,3,Playstation,Support,Male,14,3.285714286,3.8,3.3,4.428571429,4.571428571,4,2,3.111111111
980,18 - 20,R_3JeX4rELHG2dYhT,Female,Reaper,79,2,1,3,4,Playstation,Offense,Male,21,5.285714286,5.8,5.1,3.857142857,3.428571429,3.6,3.625,3.888888889
981,18 - 20,R_2AXWlClvznz5OPg,Female,Mercy,60,2,1,3,4,Playstation,Support,Female,12,4.142857143,5.5,2.4,4.285714286,3.571428571,2,4.25,2.555555556
982,35 - 39,R_1dHrKmLhoVlPEgX,Male,Zenyatta,63,1,2,4,3,PC,Support,Male,10,2.285714286,4.2,4.1,3.285714286,4.428571429,4.6,1.875,3
983,21 - 24,R_2uZJMTHNvlRdpw6,Male,Lucio,17,2,1,3,4,Playstation,Support,Male,14,4.285714286,5.3,2.3,3.714285714,4.571428571,2.8,3.125,3.555555556
984,18 - 20,R_2TSN5Doc7oWp17q,Female,Mercy,53,1,2,3,4,Playstation,Support,Female,14,2,4.3,3.2,4.714285714,4.285714286,2.7,2.625,2.111111111
985,30 - 34,R_3OdA3lPgnpToDCD,Male,Tracer,12,3,1,4,2,PC,Offense,Female,12,3.714285714,4.1,4.4,2.714285714,3.142857143,3.3,2.375,1.111111111
986,30 - 34,R_doDPyF4kvYGgkzD,Male,Zenyatta,80,3,1,4,2,XBox,Support,Male,11,4.142857143,4.7,4,4,4.285714286,3.1,3.125,3.444444444
987,18 - 20,R_xt5L2aGdj0iX0Ix,Female,Sombra,30,3,2,1,4,Playstation,Offense,Female,11,3.857142857,4.5,3.7,4.428571429,3.714285714,3.8,2,2.222222222
988,21 - 24,R_1K1frNwY1zFzXG0,Male,Sombra,67,1,3,2,4,Playstation,Offense,Female,16,4,4,3.9,4.714285714,4,3.7,2.75,3.333333333
989,21 - 24,R_Rr7DPjsv4dAJE41,Male,Roadhog,79,2,1,4,3,PC,Tank,Male,14,2.857142857,3.1,3.3,2.714285714,4.857142857,2.6,1.875,4.666666667
990,30 - 34,R_11YkcP9jWu2gY9n,Male,McCree,32,3,1,4,2,PC,Offense,Male,16,3.142857143,4.6,3.8,3.571428571,3.857142857,2.9,2.625,3.555555556
991,18 - 20,R_ukKzE28AERGyb4Z,Male,Tracer,71,3,1,4,2,XBox,Offense,Female,15,5.571428571,5.9,5.5,3.571428571,3,3,3.375,2
992,25 - 29,R_1rlGtsD51gzqZuN,Male,Ana,90,2,3,4,1,PC,Support,Female,11,1.714285714,3.4,3,4,3.571428571,3.9,2.25,2.444444444
993,21 - 24,R_1EgH2dOEO905HMm,Male,Sombra,27,2,1,3,4,XBox,Offense,Female,15,4.142857143,5.7,5.1,4.714285714,3.714285714,2,4.875,2
994,18 - 20,R_1g7tohH4m0dFCvB,Male,Lucio,58,1,2,3,4,XBox,Support,Male,6,5.714285714,6.2,2.4,4.142857143,4.142857143,2.6,3.125,1.777777778
995,18 - 20,R_10TuoxuGeBiOHjl,Male,McCree,73,1,2,3,4,PC,Offense,Male,8,3.428571429,4.4,3.4,4.285714286,4,3.7,2.5,2.111111111
996,18 - 20,R_2pMqbxI8diTxmXZ,Male,Genji,30,2,1,4,3,XBox,Offense,Male,22,4.571428571,4.9,3.5,3.428571429,4.714285714,3,3.5,4.333333333
997,21 - 24,R_2Cypg2BGL8wCiQO,Male,Pharah,19,2,1,4,3,PC,Offense,Female,14,3.571428571,3.7,4.8,2.714285714,3.428571429,3.9,1.375,4.111111111
998,30 - 34,R_2rua7sKW1YEdZbQ,Male,Mei,100,2,3,1,4,Playstation,Defense,Female,NA,NA,NA,NA,3.857142857,5,4.4,1.75,5
999,25 - 29,R_3GeTSuW4brYwvGA,Male,Zenyatta,100,2,1,3,4,PC,Support,Male,15,NA,NA,NA,3,2.714285714,2.8,4.625,2.888888889
1000,35 - 39,R_TiUXDbnQ0ZxAwal,Male,Winston,40,2,1,3,4,Playstation,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,18 - 20,R_2xLfgFTdq9vRTWC,Male,Mercy,100,2,1,4,3,PC,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,21 - 24,R_2AHiBLk0wDIwjvd,Male,Mercy,80,1,3,2,4,PC,Support,Female,13,NA,NA,NA,3.857142857,4.285714286,3.1,2.625,1.444444444
1003,21 - 24,R_stkvL3sGUlU0kJX,Male,Ana,90,1,2,4,3,PC,Support,Female,15,2.714285714,2.5,2.6,4.142857143,3.428571429,2.9,3.25,2.555555556
1004,25 - 29,R_BFEO1N7is7tboGJ,Male,Genji,29,4,1,3,2,PC,Offense,Male,7,NA,NA,NA,3.571428571,3,3.7,2.75,2
1005,21 - 24,R_3mxoWpgDSQUBQvD,Male,Reinhardt,29,2,3,4,1,PC,Tank,Male,NA,NA,NA,NA,3.857142857,3.285714286,2.7,2.625,3.111111111
1006,18 - 20,R_2B2Jk1vX1BtCeKq,Male,Zenyatta,100,2,1,3,4,PC,Support,Male,NA,NA,NA,NA,3.142857143,3.714285714,2.8,1.5,2.666666667
1007,18 - 20,R_2alVqBslxkbxzvM,Male,Doomfist,80,1,2,4,3,PC,Offense,Male,NA,NA,NA,NA,4.571428571,3.428571429,3.1,2.125,3.555555556
1008,25 - 29,R_2v5NSiQYJ5h3vWL,Male,Pharah,19,2,1,4,3,PC,Offense,Female,NA,NA,NA,NA,4.428571429,3.428571429,2.6,3.625,2.888888889
1009,25 - 29,R_210tl9Xx74YXaSW,Male,Lucio,65,2,1,3,4,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,35 - 39,R_2YEMU89CpliaLXI,Male,Mercy,40,3,1,2,4,PC,Support,Female,8,NA,NA,NA,2.571428571,3.285714286,3.1,2.5,2.333333333
1011,25 - 29,R_30pB7MwYtf498H2,Male,Zenyatta,65,3,1,4,2,PC,Support,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,21 - 24,R_12t2M4DmJFc7FUF,Female,Pharah,72,1,2,3,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,18 - 20,R_2fjJitw2EIqslau,Male,Tracer,70,2,1,3,4,PC,Offense,Female,NA,NA,NA,NA,3.714285714,2.571428571,3.4,2.625,3.111111111
1014,18 - 20,R_2YWFlihlapSpVjE,Male,Tracer,81,2,1,4,3,PC,Offense,Female,NA,NA,NA,NA,3.285714286,4.142857143,3.3,1.875,3.333333333
1015,21 - 24,R_DzPiTZyaTt3BR1n,Male,Orisa,49,2,1,4,3,PC,Tank,Female,13,NA,NA,NA,4.428571429,4.857142857,2,2.75,3.555555556
1016,25 - 29,R_2c1RzMjqgzsMXxi,Male,McCree,40,3,1,4,2,PC,Offense,Male,NA,NA,NA,NA,3.714285714,5,3.2,3,3
1017,25 - 29,R_1pS6G9iDInyJ4Ul,Male,Tracer,71,1,2,4,3,PC,Offense,Female,NA,NA,NA,NA,4.714285714,4,2.4,2.75,3.888888889
1018,18 - 20,R_DwXvOmVCE1XP1m1,Male,Reinhardt,77,1,2,4,3,PC,Tank,Male,NA,NA,NA,NA,4.142857143,4.142857143,3.2,1.875,2.444444444
1019,18 - 20,R_22FgtL1WMoUls13,Male,Junkrat,14,2,1,4,3,PC,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020,25 - 29,R_tQJNSRIq308imCl,Male,Zarya,10,2,1,4,3,PC,Tank,Female,NA,NA,NA,NA,2,4,3.7,2,4
1021,35 - 39,R_8cU8ZzGpPO8tnm9,Male,Tracer,50,2,1,3,4,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,21 - 24,R_2dKJSIsdMlqvnvz,Male,Zenyatta,42,4,1,2,3,Playstation,Support,Male,12,4.571428571,5.7,4.6,3.285714286,4.142857143,3.4,1.875,1
1023,21 - 24,R_1IRfySwisBi8kIf,Male,Tracer,0,4,2,3,1,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,18 - 20,R_afv8h6CgxXsu6v7,Male,Genji,23,2,1,4,3,XBox,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,18 - 20,R_2YrhQw1HrJWmocJ,Male,Roadhog,39,2,1,3,4,XBox,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,25 - 29,R_2TGE1dSyUqgxWZH,Male,Mercy,26,2,1,3,4,PC,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,21 - 24,R_1dgmz7ya9f38Zea,Male,Zenyatta,64,2,1,3,4,Playstation,Support,Male,7,NA,NA,NA,4.857142857,4.714285714,4.4,1.875,2.111111111
1028,21 - 24,R_1mlNUERmAs6bCby,Male,Junkrat,0,2,1,3,4,PC,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,21 - 24,R_1gOozHcdw8Lj8dF,Female,Hanzo,12,2,1,4,3,XBox,Defense,Male,16,NA,NA,NA,3.571428571,4,3.7,3.375,2.444444444
1030,18 - 20,R_1LSXgPUAJn7efPE,Male,Tracer,76,2,1,4,3,Playstation,Offense,Female,9,NA,NA,NA,3.428571429,4,3.1,2.375,2
1031,25 - 29,R_2SuFhfIkM0WrgB7,Male,Mercy,0,2,1,3,4,PC,Support,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,25 - 29,R_qIMAYceEoEmWj61,Male,Bastion,0,4,2,3,1,PC,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,18 - 20,R_2fvq9G4secwl3Ai,Male,Roadhog,84,2,1,3,4,PC,Tank,Male,NA,NA,NA,NA,2.571428571,3.428571429,2.5,3.125,2.222222222
1034,18 - 20,R_2WO6w4fd1CEg2I2,Male,McCree,72,2,1,3,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,18 - 20,R_XRqqbKO2TYOD3gZ,Male,Hanzo,35,2,1,3,4,XBox,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,21 - 24,R_1NeH06Un8ubUeec,Male,Roadhog,87,3,2,4,1,PC,Tank,Male,9,NA,NA,NA,2.428571429,4.285714286,2.8,2.25,2.111111111
1037,25 - 29,R_3ef3JTlumVVEFOO,Female,Zarya,39,2,1,4,3,PC,Tank,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,25 - 29,R_3DthUaFO8rWEWmI,Male,Genji,36,2,3,4,1,PC,Offense,Male,9,NA,NA,NA,3.142857143,4.142857143,3.3,1.375,2.333333333
1039,18 - 20,R_z12kHlbnka6gkoh,Male,Torbjorn,50,1,2,4,3,XBox,Defense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,18 - 20,R_2cB0bbwvTs2V3Z2,Male,Roadhog,82,2,1,4,3,PC,Tank,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1041,30 - 34,R_2uwvvdnOjdvV3Mx,Female,Symmetra,0,1,3,2,4,Playstation,Support,Female,17,NA,NA,NA,4.142857143,4.142857143,3.2,3.75,3.333333333
1042,21 - 24,R_3KqmgAjiaYJzIlb,Male,Soldier: 76,82,1,2,3,4,PC,Offense,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043,21 - 24,R_2w1uWVBVToKHPGs,Male,Tracer,71,3,1,4,2,PC,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,18 - 20,R_1GNWXEdJSDRdLSB,Male,Junkrat,100,3,2,4,1,PC,Defense,Male,13,NA,NA,NA,3.714285714,4.142857143,3,3,2.888888889
1045,18 - 20,R_2thc6M1kQQZ2rry,Male,Pharah,0,4,1,2,3,XBox,Offense,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA
